Restaurant_Name,Detail_address,Latitude,Longitude,review_count,stars
Mirchiram Veg- Non Veg Restaurant,"Shop 2, Mamta Apartments Sopan Bagh, Balewadi, Pune",18.5739243,73.7745144,0,0
Gappa Goshti,"Shop 1, Echoing Greens, Shankar Kalat Nagar, Wakad, Pune",18.5949064,73.7600151,35,4
Tha Arya Kitchen,"Near Kundan Medical, Ambedkar Chowk Aundh, Pune",18.6334168,73.8081144,43,3
Mr. Chopsticks,"Shop 1-3, Kalanand Apartments, Opposite Kapil Malhar, Baner, Pune",18.5585473,73.7916634,14,3
Chilled Affair,"Shop 2, Panchratna Apartment, Opposite Oriental Bank Of Commerce, ITI Road, Parihar Chowk, Aundh, Pune",18.5599758,73.8088911,4,3
Pot De Fusion,"Shop 11, 12&13, 220/5/3, Opposite PDCC, Hinjawadi, Pune",18.5912716,73.738909,62,4
Khalsa Veg,"Shop 2, Next to Chandrakant Laundry and Siddhi Dry Cleaner, Near Sautamali Temple, Baner Road, Baner, Pune",18.5612662,73.7878143,100,4
Spice Nation,"Vinstar Service Apartments, Rajiv Gandhi IT Park, Hinjawadi, Pune",18.5840319,73.7302275,418,4
Cafe Coffee Hutt,"Vedanta Society, Near Wakad Post Office and Eden Tower, Wakad, Pune",18.5955179,73.7619153,187,4
Rajwada,"Survey 15/A, Kale Park, Someshwarwadi, Baner, Pune",18.5494314,73.8039916,439,3
Jalebi Junction,"S 118/1, shop 3, Baner Mahalunge Road, Near Orchid School, Baner, Pune",18.563454,73.7817078,590,4
AthaanS,"Shop 6, Prudentia Towers, Near Mauli Chowk, Shankar Kalate Nagar, Wakad, Pune",18.5993824,73.7613797,0,0
Vyankis Eating Co,"Survey 79/1, Yashada, Shriram Chowk, Balewadi Phata, Baner, Pune",18.5634519,73.7803477,187,4
Manna Dosa Magic,"Shop 2 & 3, Karpe Nagar, Mumbai Pune Bypass Road, Bhumkar Nagar, Wakad, Pune",18.6020251,73.7542811,12,3
The Majestic Bar & Resto,"28/1/8, Shree Villa, Near Pushpa Palace Building, Jagtap Dairy Chowk, Wakad, Pune",18.5926699,73.7821466,86,4
New Era Bakery,"Survey 17/6, Opposite Comfort Zone, Sunshine Garden, Baner, Pune",18.5697027,73.7810126,53,4
Amul Restaurant,"Opposite Indira College, Thathwade, Wakad, Pune",18.6093523,73.7464764,145,3
Ghar Ka Khana,"Opposite Mind Tree, Rajiv Gandhi IT Park, Hinjawadi, Pune",18.5934567,73.7331855,322,4
Cafe 4U,"Survey 142/3, Shop 1/2, 1st Floor, Near Jupiter Hospital Gayatri Building, Baner, Pune",18.565431,73.7859436,0,0
Naples Staples,"Rajiv Gandhi Infotech Park, Besides Indialand Global Industrial Park, Phase 2, Hinjawadi, Pune",18.5946271,73.7259436,376,4
Boulevard - The Orchid Hotel,"The Orchid Hotel, Adjacent To Chhatrapati Shivaji Sports Complex, Pune Bangalore Highway, Balewadi, Pune",18.5707038,73.764086,505,4
Mr. Veg,"Opposite Jaihind Showroo, Parihar Chowk, Aundh, Pune",18.5601852,73.8089698,203,4
Juice Destination,"Shop E1, Chaitraban Society, ITI Road, Opposite Croma, Aundh, Pune",18.5534365,73.8072773,368,4
Burger 57,"Survey 166, Shop 2, Echoing Greens, Opposite Eden Garden, Shankar Kalate Nagar, Wakad, Pune",18.5948507,73.7602197,657,4
The Cheezy Sandwich,"Shop 1, Opposite Malgudi Station Hotel, Baner Road, Pune",18.5646114,73.7757084,0,0
UFO Burger Kitchen,"Shop 1, 2, 239/1E, Casapoli, Kaspate Wasti, Wakad, Pune",18.593376,73.7657221,0,0
Berozgar Bawarchi,"Pashan - Sus Road, Pashan, Pune",18.5454058,73.7777808,0,0
What A Burger,"Shop 1-3, Kalanand Apartments, Opposite Kapil Malhar, Baner, Pune",18.5585473,73.7916634,8,3
Fit & Fat Bistro,"Shop C-4, Sai Heritage, Near Medipoint Hospital, New DP Road, Aundh, Pune",18.5652835,73.8011477,9,4
Bedis Naan House,"Shop 11, D-Square, Opposite Cummins India Office, Balewadi High Street, Baner, Pune",18.5687741,73.7751852,86,4
Mahesh Andra Mess,"141, Reliance Tower, Jayram Nagar, Hinjewadi-Wakad Road, Hinjewadi, Pune",18.5907883,73.7477463,26,4
Barbeque Celebration,"259/7, Laxmi Chowk, Sakhre Dhawle Vasti Jambulkar Mala, Hinjawadi, Pune",18.600333,73.7375667,227,4
Kebab Nation,"Shop 14, Shivranjan Towers, Someshwarwadi, Baner, Pune",18.546231,73.8030581,88,4
Apricot Veg,"Shop 5-6, Cubes Commercial, Street 183, Datta Mandir Road, Wakad, Pune",18.6027065,73.7649017,187,4
Cream Centre,"Survey 135/3, Shop 668, Balewadi Phata, Baner, Pune",18.5645048,73.7838215,442,4
Tabbu's,"Shreenath Corner, Jayram Nagar, Behind Persistent Company, Phase1, Hinjawadi, Pune",18.5886331,73.7387022,95,4
BottomsUp Resto,"Dange Chowk Road, Wakad Hinjewadi Road, Near Orritel Hotel, Hinjawadi, Pune",18.5967211,73.7423491,97,4
Virinda Pav Bhaji,"Shreenath Corner, Hinjawadi Phase 1 Road, Behind Persistent Systems, Hinjawadi, Pune",18.5886404,73.7365306,50,3
Sadanand Resorts,"Survey 105/3, Opposite Balewadi Sports Complex, Baner, Pune",18.568374,73.7666465,360,4
Nutri Narcos,"Flat A-103, Kalp Avenue, Near Bhumkar Chowk, Wakad, Pune",18.6050996,73.7536692,79,4
Green Park Exotic,"Hotel Green Park, Baner Road, Baner, Pune",18.5509033,73.8040771,325,4
Nandu's Paratha,"131/1/B, Shop 1 & 2, Sai Heritage, Ram Indu Park, Baner Mhalunge Road, Baner, Pune",18.5643621,73.7804038,299,3
VS Pooriwala,"10A, Sunflower Building, Baner, Pune",18.5615215,73.7858446,82,4
Delish,"204, 2nd Floor, Echoing Greens Commercial, Opposite Eden Garden, Wakad, Pune",18.59484,73.760154,501,4
Cafe Delights,"Swami Vivekanand Nagar, Wakad, Pune",18.6083842,73.7588178,0,0
Engineer's Cafe,"Shop 2, Fresh Up Chaupati, Beside Nicmar College, Balewadi, Pune",18.5747668,73.7669121,0,0
Mogambo Pav Bhaji And Juice,"Shop 11, Laxmi Complex, Near Laxmi Chowk, Hinjawadi, Pune",18.6066503,73.7306242,0,0
Delhi Swad,"Riddhi Siddhi Complex, Chatrapati Chowk Road, Kaspate Wasti, Wakad, Pune",18.5953757,73.7676978,24,4
Tandoor Point,"Survey 18/11/6, Shop 3, Jagtap Dairy Chowk, Wakad, Pune",18.5859262,73.7812184,0,0
Shree Ashapuri Dining Hall,"Shop 1, Survey 85, A P Road, Ganraj Chowk Baner Road, Near Vidhate Building, Baner, Pune",18.5603822,73.8072577,15,3
Oye BC,"Survey 16, Spot 16, Shop 3, Opposite Siemens Gate 1, Balewadi, Pune",18.5685559,73.7754055,19,4
Gypsy Tongue,"Survey 176/1/2/1, Golande Park, Shriram Colony, Wakad, Pune",18.6010921,73.7641245,137,4
Sai Leela,"Parekh Chamber, Near Datta Mandir, Pashan Sus Road, Pashan, Pune",18.541118,73.792718,409,4
H2O Sports Bar & Rooftop,"Shop 1, Laxmi Idol, Behind Persistent, Jayram Nagar, Hinjawadi, Pune",18.5875731,73.7386675,0,0
Mauli Tea & Snacks,"Shop 2, Apostrophe Society, Wakad Dutta Mandir Road, Wakad, Pune",18.6045059,73.764664,21,3
Cafe Of Thrones,"201 A, Pristine Square, Opposite Pristine Prolife, Phase 1, Shankar Kalat Road, Wakad, Pune",18.5976375,73.7577624,315,4
Saar By Swati Joshi,"Shop 2, Speciality Business Center, Opposite SKP Campus, Balewadi, Pune",18.5739867,73.7743894,0,0
Friends Corner,"Near Indira College, Old Mumbai Pune Highway, Wakad, Pune",18.6112211,73.7489105,10,3
E Cube Cafe & Games,"Shankar Kalat Nagar, Pimpri-Chinchwad, Wakad, Pune",18.5993483,73.762495,0,0
Eatomania,"S 6/14, Ground Floor, Dhamale Kokate Height, Sutawari, Pashan, Pune",18.5415099,73.7924769,0,0
Shiv Shankar Chinese,"Hinjawadi Village, Hinjawadi, Pune",18.5917357,73.7456281,23,4
Aesthetic's Nutrition,"Shop 2, 165/1, Opposite Vedanta Society, Wakad, Pune",18.5941069,73.7605414,21,3
Urthenfire,"Survey 166, Dutta Mandir Road, Opposite Pawana Bank, Wakad, Pune",18.5999424,73.7638252,45,4
Tasty Kona,"House 327, AT/P, Baner, Pune",18.5590032,73.7867629,6,3
Hotel Rajmudra,"Shop 4B, Patil Complex, 37 Aundh Road, Bopodi, Aundh, Pune",18.5642671,73.8127514,33,3
Engineer's,"Near Pavana Sahakari Bank, Hinjawadi, Pune",18.593505,73.7635267,99,4
Green Spoon Vegetarian Kitchen,"2, Baner Pancard Club Road, Opposite Dutta Mandir, Baner, Pune",18.5545107,73.7749731,56,4
Intreat,"Ground Floor, Santoor Appartment, Near Pearl Society, Dasra Chowk, Balewadi, Pune",18.5760651,73.7765248,498,4
Krish Restaurant,"Karpe Complex, Marunji Road, Binode Nagar, Wakad, Pune",18.602641,73.7444532,71,4
Rajmudra Biryani House,"Opposite Shell Petrol Pump, Wakad Hinjewadi Road, Hinjawadi, Pune",18.5905526,73.7411713,329,4
Hotel Jagdamb,"165, New Mumbai Bangalore Highway, Wakad, Pune",18.5936581,73.7589502,60,4
24/7 Gallery Caf̩ - Hyatt Place,"Hyatt Place, Rajiv Gandhi Info Tech Park, Phase 1, Hinjawadi, Pune",18.5860926,73.7361416,320,4
Cakes N Crumbles,"Shop 11, Windsor Park, Dattamandir Road, Wakad, Pune",18.5982113,73.7615405,217,4
Patlacha Wada,"Villa 104, Serial 22/5, Nandan Amaira, Near Manali Hotel, Balewadi, Baner, Pune",18.5693361,73.7698049,157,4
Desi Adda,"Survey 257, Shop 1, Sonigara Laurel, Kaspate Wasti, Wakad, Pune",18.5908741,73.7734954,0,0
Siilver Spoon Family Resto & Bar,"Siddhi Nisarg, Bhumkar Chowk, Marunji Road, Wakad, Pune",18.6019739,73.7454847,266,4
Aroma The Green's,"New DP Road, Near Laxmi Chowk, Hinjewadi, Pune",18.6015626,73.7360671,221,4
Delhi Bar Be Q,"Opposite Nicmar College Portland 34 Chowpatty Mitcon College Road, Balewadi, Pune",18.5747668,73.7669121,109,3
Chicken Xperience Venky's,"Shop 5, Serial Number 257, Sonigra Lorial, Kaspate Vasti, Mankar Chowk, Wakad, Pune",18.5954514,73.7738474,18,3
Lazzetti,"Shop 6, S 282, Aditi Mall, Baner, Pune",18.5583427,73.7926375,39,3
Mannat Biryani House,"Shop 2, Survey 177, Opposite Pawana Sahakari Bank, Near Parks Way, Wakad, Pune",18.5932431,73.762877,22,4
Meal O Meal,"Shop 1-3, Kalanand Apartments, Opposite Kapil Malhar, Baner, Pune",18.5585473,73.7916634,4,3
Ganesh Bhel,"Survey Number 193/7, Shop C 29, Riddhi Siddhi heights, Wakad, Pune",18.5953757,73.7676978,0,0
Aab-o-Daana,"Shankar Kalate Nagar, Near Wakad Post office And PDCC Bank Wakad Road, Wakad, Pune",18.5899822,73.7707847,11,3
S7 Biryani House,"261/4, Laxmi Chowk, Near Sankalpsidhhi Building, Hinjawadi, Pune",18.600333,73.7375667,9,3
Shakes & Sundaes,"Survey 17, Sunshine Garden, Balewadi, Pune",18.5697027,73.7810126,36,4
Reddys Biryani,"A/P-26, Mega Market, Near Megapolice CIrcle, Phase 3, Hinjawadi, Pune",18.5777873,73.6878343,0,0
Masala Darbar,"Opposite Jotiba Salon, PCMC, Ward 25, Wakad, Pune",18.5964229,73.7817568,0,0
Rachana Restaurant,"Ariana Apartment, Bhumkar Road, Vinode Wasti, Bhagwan Nagar, Wakad, Pune",18.6054191,73.7522432,35,4
Jay Malhar,"Hotel Porthand, 34, Opposite Nicmar College, Balewadi, Pune",18.5722579,73.790064,35,3
Sai Kaveri,"6, Raviraj Divine, Below City International School, Near Cosmos Bank, Aundh, Pune",18.564463,73.813001,116,3
Hotel Kaveri,"Near Mumbai Bangalore Highway, Balewadi, Pune",18.5801736,73.76334,133,4
Sarovar Family Resto & Bar,"Opposite Balewadi Krida Sankul, Mumbai - Bangalore Highway, Patil Nagar, Balewadi, Pune",18.5801736,73.76334,159,2
Hotel Rangoli Family Dhaba,"Shop 30/31, Plot 10, Building B, Pride Purple Square, Wakad, Pune",18.6026956,73.7771013,163,4
MoMo 2Go - Courtyard By Marriott Pune Hinjewadi,"P4, Rajiv Gandhi Infotech Park, Phase 1, Hinjawadi, Pune",18.5915911,73.7468775,116,4
Box Singh,"Shop 16, Ground Floor, Windsor Park, Wakad Hinjewadi Road, Wakad, Pune",18.5982113,73.7615405,0,0
Soy Affair,"Shop A2, Sai Heritage, Near Medipoint Hospital, New DP Road, Aundh, Pune",18.5652715,73.8015383,634,4
Indian Thali House,"Plot P23/4, Phase 1, Hinjawadi, Pune",18.5945465,73.7270547,202,4
Indian Thali House,"Plot P23/4, Phase 1, Hinjawadi, Pune",18.5945465,73.7270547,202,4
Indorilaal,"Sunflower Building, Near Primrose Mall, Baner, Pune",18.5612718,73.7858673,470,4
Sangrila Chinese And Fast Food,"Shop 2, Opposite Jupiter Hospital, Aundh-Baner Link Road, Baner, Pune",18.5653548,73.7860306,6,3
D9 Litti Chokha,"Fab Chaupati, Dutta Mandir Chowk, Wakad, Pune",18.5949397,73.7641774,219,4
The Chinese Corner,"Shop 1-3, Kalanand Apartments, Opposite Kapil Malhar, Baner, Pune",18.5585473,73.7916634,7,3
Thekka Restro & Lounge,"Phase 1, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",18.5904779,73.7271909,17,3
Roll King,"Survey 18/11/6, Shop 3, Jagtap Dairy Chowk, Wakad, Pune",18.5859262,73.7812184,0,0
Meehira,"Shop 6, S N 229/2, Sanskriti Arcade, Near Chatrapati Chowk, Kaspatewasti, Wakad, Pune",18.5949676,73.7739232,0,0
The Chinese Art,"Near Central Bank, Narayan Complex, Wakad Road, Hinjawadi, Pune",18.5911989,73.7421136,0,0
Hotel Red Chilly,"130, Near Choudhari Park, Kala Khadak, Wakad, Pune",18.6045916,73.7570185,0,0
Brother's Kitchen,"Shop 1, Near Narayani Society, Sopan Baugh, Balewadi, Pune",18.512749,73.9019381,23,3
Kung Fu Kitchen,"Shop 1-3, Kalanand Apartments, Opposite Kapil Malhar, Baner, Pune",18.5585473,73.7916634,0,0
Biryani King,"Survey 18/11/6, Shop 3, Jagtap Dairy Chowk, Wakad, Pune",18.5859262,73.7812184,0,0
Cake Choice,"Shop 1 & 2, Survey 220/5/3A, Saikrishna Building, Oppositw PDCC, Hinjawadi, Pune",18.5879748,73.7373548,4,3
Scallions,"246, H 144, PMC School, Opposite Datta Mandir, Baner, Pune",18.5593932,73.7859883,8,3
Shandaar Shawarma,"Near Siemens Gate 1, Balewadi Highstreet, Balewadi, Pune",18.5685559,73.7754055,51,4
Whistle Podu,"Shop 2, Cubes, Capriccio Datta Mandir Road, Wakad, Pune",18.6027076,73.7649627,95,3
Mottu Seth,"Shop 2, Alacrity Near Bitwise Towers, Mohan Nagar, Baner, Pune",18.5558481,73.768006,55,3
Maratha Darbar,"Pune Bangalore Highway, Pashan, Pune",18.5482886,73.7735018,8,3
Meat Me Here!,"Survey 121/1/3, Bhumkar Chowk, Near Icon Linera, Wakad, Pune",18.6045824,73.751875,99,4
Pet Pooja,"Shop 6, Survey 455, Behind Kapil Malhar Society, Tamane Chowk, Baner, Pune",18.5605025,73.7915426,214,3
Litticious- The Litti Chokha Shop,"Shop 2, Dutta Mandir Road, Wakad, Pune",18.5983523,73.7635186,190,4
Bakelove,"Crossword, Ozone Mall, Anand Park, Aundh, Pune",18.5562438,73.8089729,38,4
Rudra's Food,"Shop 2, Cassiopeia Classic, Near Jade Kalptaru, Pan Card Club Road, Baner, Aundh, Pune",18.5547607,73.7862158,0,0
FreshMenu,"Survey 220/5/3, Shop 11, 12 & 13, Maan, Mulshi, Hinjawadi, Pune",18.5843362,73.7307972,17,3
Mr. Sponzo,"C-8, Wisteriaa Fortune, Vinode Corner, Wakad- Hinjewadi Road, Wakad, Pune",18.603456,73.745294,27,3
Grillicious,"Shroff Suyash, PK Shroff Road, Near Union Bank Of India, Baner, Pune",18.5640358,73.7699781,1046,4
Oyeee Desi !,"Survey 167/168, Shop 9, Ground Floor, Edenn Shopping, Wakad, Pune",18.5951514,73.7608227,414,4
Puneri Anda Bhurji Center,"Survey 15/4 NR, Near Bridge, Pimple Nilakh Road, Aundh, Pune",18.573393,73.7922184,0,0
Cherry Veg & Non Veg,"Survey 86/1/3, Near Indira College, Wakad, Pune",18.6093523,73.7464764,0,0
Torna Mutton Khanawal,"Swami Vivekananda Nagar, Near Pratiba Motors, Wakad, Pune",18.6104,73.759648,29,3
Neopolitan Pizza,"Shop 1-2, Ruturaj Apartments, Baner Road, Baner, Pune",18.5588903,73.7763867,48,4
Sawaee,"Baner Pashan Link Road, Next To Hotel Karolbaug, Baner, Pune",18.5518429,73.7935379,18,3
Shivalay A1 Dum Biryani,"Shop 7, Shivranjan Tower, Someshwar Wadi, Pashan, Pune",18.5462326,73.8030582,8,3
Diwine Memories,"Aathvan Chowk, Wakad Road, Dange Chowk, Opposite TJSB Bank, Thergaon, Wakad, Pune",18.6141133,73.7726815,21,4
Freshia Cold Press Juice Bar,"Sai Heritage, Shop A8, Aundh - Baner Link Road, Aundh, Pune",18.5652791,73.8004966,7,3
Panchali Snacks & Meals,"Shop 12, Kubera Bahar Society, Baner-Pashan Link Road, Pashan, Pune",18.5475734,73.7913872,6,3
Vidarbha Tadka Restaurant,"Survey 135, Balewadi Phata, Baner, Pune",18.5632596,73.7834615,8,3
Eatzip,"Shop 226, 2nd Floor, The Address Commercia, Wakad, Pune",18.5929235,73.7571223,335,4
Rudra Pav Bhaji & Juice Bar,"Shop B9, Sai Heritage Co -Operative Society, Aundh Baner Link Road, Near Medipoint Hospital, Aundh, Pune",18.5652436,73.8009638,56,4
Sufiz Bake House,"Shop 21, Near Reliance Fresh, Sus Road, Pashan, Pune",18.5446739,73.7808128,66,4
Desi Chulha,"Satyabhamai Building, Mauli Chowk, Wakad, Pune",18.59813,73.764167,254,4
Hotel Samrudh,"Shivaji Chowk, Dange Chowk Road, Hinjawadi, Pune",18.591945,73.7389765,17,3
Bawarchi,"Survey 207/2, Shop A/4, Nisarg Phase 2 Building, Kaspatevasti, Wakad, Pune",18.6066452,73.7582159,408,3
Hotel Shivanjali,"Shop 120, Kokate Nagar, Pashan Sus Road, Pashan, Pune",18.5454058,73.7777808,161,4
Hotel Akshat,"Near Jagtap Dairy Chowk, Vishal Nagar, Wakad, Pune",18.5881837,73.783982,50,3
Hotel Ranmala,"Baner Pashan Link Road, Baner, Pune",18.5518288,73.7943248,32,3
Paper Lantern,"SR.NO.137/138,GAIKWAD HOUSE,GAIKWAD NAGAR,AUNDH, PUNE",18.5574074,73.8055134,84,4
Namah - Hotel Ambience Excellency,"Hotel Ambience Excellency, 208/3/2 Kalewadi Chowk, Opposite Hotel Ambience Executive, Wakad, Pune",18.6002872,73.7756543,536,4
Hot Momo's And Burger,"14/1/1, Sophia Classic, Near Pan Card Club, Baner, Pune",18.5589835,73.7782023,268,4
Yaaron Da Kitchen,"Shop 13, Kumar Shanti Niketan, Phase 1, Wakeshwar Road, Pashan, Pune",18.5442963,73.7923527,39,4
Thai Chin,"Shop 4, Survey 16, Spot 16, Opposite Baner-Balewadi Police Station, Balewadi, Pune",18.5685076,73.7755696,11,3
M.G Biryani House,"Chaudhary Park Corner, Wakad, Pune",18.606469,73.7594477,0,0
Happy Da Punjab,"Survey 28/1, Sutarwadi, Aundh, Pashan, Pune",18.540251,73.783018,101,4
Hotel Sunrup,"Near Choudhari Park, Kalakhadak Road, Wakad, Pune",18.6045916,73.7570185,57,4
Hotel Fish Land,"Shop 3, Hotel Al Zaika, Geetai Bunglow, Jagtap Dairy Chowk, Brt Road, Wakad, Pune",18.5919768,73.7846063,6,3
Nirvana's Delhi Curry,"Shop 32, Krishna Market, Near Tech Mahindra, Phase 3, MIDC Road, Maan, Hinjawadi, Pune",18.5778436,73.6909696,20,3
Fancy Cakes,"Sakhare Wasti, Narayan Nagar, Hinjawadi, Pune",18.5865602,73.7421955,12,3
Shiv Chinese Center,"Survey 237/1, Gaikwad Vitbhatti, Behind Medifen Hospital, Aundh, Pune",18.5597716,73.8030735,12,3
Aarna Veg,"Survey 251, Marunji Road, Hinjawadi, Pune",18.5931732,73.7363617,7,3
Royal Burgerio,"Shop 1, Near Vedanta Society, Shakar Kalate Nagar, Wakad, Pune",18.5938546,73.7609347,13,3
Tasty Time,"Near Morya Washing Centre, Maan Road, Hinjawadi, Pune",18.5743239,73.7053626,18,3
Maratha Village,"Mumbai Bangalore Highway, Suttarwadi, Pashan, Pune",18.543279,73.7750425,40,4
Shreemant Vade Wale,"Shop 8, Baner Aundh Link Road, Murkute Chowk, Near Okinawa Scooter Showroom, Baner, Pune",18.5620308,73.791305,0,0
Shree Ganesh Fast Food,"Survey 3/1, Opposite SBI Bank, Balewadi, Pune",18.5788913,73.7706807,0,0
Royal Burgerio,"Shop 1, Near Vedanta Society, Shakar Kalate Nagar, Wakad, Pune",18.5938546,73.7609347,13,3
Radhika Veg Restaurant,"Sanghvi Nagar, Parihar Chowk, Aundh, Pune",18.5606075,73.8092435,155,3
Food Fiesta,"Survey 193/1/3/, Opposite Petals Society, Pink City Road, Wakad, Pune",18.5963449,73.7709547,4,3
Aditya Snacks Center,"1140, Survey 126, Baner Road, Prabhavi Tech Park, Baner, Pune",18.5580514,73.7928398,0,0
The Hungry Hog,"Shop 2 - 3, Near Symbiosis international University, Symbiosis Lavale Road, Lavale, Pune",18.5351194,73.731592,0,0
Kerala Kitchen,"Opposite Euro School, Pink City Road, Sai Chowk, Wakad, Pune",18.5989269,73.7693083,19,4
All-Ways Pure Veg,"Shop 11, Echoing Green Commercial Complex, Near Eden Garden Society, Shankar Kalate Nagar, Wakad, Pune",18.594744,73.760292,25,3
Aditya A-1 Sandwich,"Opposite Bhakti Plaza Behind Aundh Police Chowky, Brenam Chock, Aundh, Pune",18.5627285,73.8131315,0,0
Daawat-E-Punjab,"Shop 1-3, Kalanand Apartments, Opposite Kapil Malhar, Baner, Pune",18.5585473,73.7916634,0,0
Burger Boys,"Shop 5, Tamhane Chowk, Behind Kapil Malhar Society, Baner Aundh Link Road, Baner, Pune",18.5597926,73.7915403,4,3
Dumpling Panda,"Near Morya Washing Centre, Maan Road, Hinjawadi, Pune",18.5743239,73.7053626,9,3
Engineer's Adda,"Shop 5, Balwadkar Properties, Near Cummince, Balewadi, Pune",18.5750976,73.7769695,5,3
Khao Roti,"A3, Survey 77/1, Sunflower Shop, Baner, Pune",18.561205,73.7837699,0,0
Biryani Bowl,"Yelwande Wasti, Laxmi Chowk, Near Vitth, Hinjawadi, Pune",18.6066503,73.7306242,0,0
Caf̩ Ansh,"Fountain Market, Behind EON Homes, Phase 3, Hinjawadi, Pune",18.5786736,73.6892673,37,4
Chef Abhi's Kitchen,"249, Murkute Vidhate Road, Shambhu Vihar Society, Baner CHS, Aundh, Pune",18.5595065,73.8006671,6,3
Mothers Meal,"Balaji Chowk, Sus Road, Pashan, Pune",18.5421935,73.790825,84,4
Varuna Pure Veg,"15, Windsor Park, Datta Mandir Road, Shankar Kalat Nagar, Wakad, Pune",18.5982113,73.7615405,178,4
Darshini,"Shop 2, Yashashree Apartments, Gaikwad Nagar, Aundh, Pune",18.5575861,73.8050614,87,4
Chinar Garden's China Garden,"Baner-Mahalunge Road, Opposite Eminent, Near Ganraj Mangal Karyalaya, Baner, Pune",18.563652,73.777223,209,3
The Cake Art,"Shop 2, Saikar Recidency, Opposite Mamta Sweets, Baner Balewadi Road, Baner, Pune",18.5643691,73.780995,79,4
Madras Cafe,"Shop 6, Sai Heritage, Aundh-Baner Link Road, Aundh, Pune",18.5652791,73.8004966,217,3
Hotel Keema,"Survey 128/4, Near NKGSB Bank Kala Khadak, Wakad, Pune",18.6069834,73.7567379,0,0
Star Food & Caterers,"Indra Collage, Mumbai Pune Bypass, Wakad, Pune",18.608332,73.7510146,66,4
Eatino,"Survey 87, Street Near Elite Aartin Building, Baner, Pune",18.5642452,73.7768511,74,4
GoodFellas Cafe & Bistro,"101, Pristine Square, Datta Mandir Road, Wakad, Pune",18.5981232,73.7585089,157,4
Sawariya Delhi Chaat And Pav Bhaji,"228/1/27, Brahma Park, Chatrapati Chowk, Wakad, Pune",18.5966693,73.7742386,10,3
Matargashti,"Shop 11-12, Kalamkar Corner, Beside Jupiter Hospital, Baner, Pune",18.5650537,73.7865194,38,4
Shabrii Thalipeeth Center,"Shop 9, Nisarg Plaza, Near Kasturi Resort, Wakad, Pune",18.6010711,73.7457047,4,3
Hotel Maratha Darbar,"Shop 1, Sakhare Dhawale Wasti, Marunji Road, Laxmi Chowk, Hinjawadi, Pune",18.5838978,73.7429252,0,0
The Bowl Job,"Survey 33, Shop 1, E Diner, Near Mitcon College, Balewadi, Pune",18.5705391,73.7722954,0,0
Urban Meal Box,"130, Hinjewadi Chowk, Wakad Road, Hinjawadi, Pune",18.5910896,73.7526305,0,0
Pintu Saoji,"Opposite Murkuthe Garden, Near Shree Lodge, PAN Card Club Road, Baner, Pune",18.5629054,73.767443,79,4
Downtown Foods,"Shop 215, 2nd Floor, Vision One Mall, Bhumkar Chowk, Wakad, Pune",18.6084748,73.7515952,0,0
SD Cafe,"127/1, Walmik Row Housing Society, Pandav Nagar, Opposite Axis Bank, Sus Road, Pashan, Pune",18.543943,73.782676,13,3
Famous Anda Bhurji,"34/9, Behind Mitcon, Balewadi, Pune",18.575634,73.76597,16,3
Potato Hut,"Flat 104, Survey 33/4/47, 1st Floor, Balewadi Plaza, Near MICCON, Balewadi, Pune",18.5753628,73.7662438,18,4
Pacino's,"Sutarplot, Near Audi Showroom, Pune Mumbai Highway, Pashan, Pune",18.596605,73.829108,42,4
Super Eats,"Survey 201, Paranjpe Scheme Office, PCMC Ward 1, Hinjawadi, Pune",18.5912716,73.738909,0,0
New Open Kitchen The Food Corner,"Sunil Nagar, Nr. Joshi Wadewale, Sus Gain, Pune",18.5538456,73.7482241,0,0
VJ's Curry Culture,"Chandravarsha Complex, Front of SBI, Pashan - Sus Road, Pashan, Pune",18.5453869,73.7777877,17,3
Puneri Express,"Shankar Kalat Nagar, Venue Nagar, Beside Bhimrao Nivas, Police Line Road, Wakad, Pune",18.5993483,73.762495,23,3
Akshay Pure Veg Family Restaurant,"Near Bravuria Society, Balewadi, Pune",18.5692201,73.7835266,159,4
Tulsi Malai Kulfi Icecream,"Datt Corner, Baner Mahalunge Road, Baner, Pune",18.5638303,73.7724043,30,4
Hotel Gayatri,"Balaji Chowk, Pashan Sus Road, Pashan, Pune",18.5425522,73.7900566,40,4
Taste Of Punjab,"Opposite Moze College, Near NICMAR, Balewadi, Pune",18.574643,73.7680224,47,3
Hotel Shivsankar,"Hinjawadi Chowk, Wakad Road, Hinjawadi, Pune",18.5925129,73.7609509,68,3
Jai Mata Di,"57, Bhumkar Chowk, Opposite Bhagwan Nagar, Hinjawadi, Pune",18.5993045,73.7440046,124,4
Desi Chulha,"Shrinath Complex, Opposite TVS Showroom, Baner, Pune",18.5629469,73.783247,385,4
Diya Chinese,"Dange Chowk Road, Shivaji Chowk, Hinjawadi, Pune",18.591945,73.7389765,129,4
Shree Chamunda Purohit Dining Hall,"43/2, Behind Persistent Company, Phase 1, Hinjawadi, Pune",18.588334,73.7380189,73,4
World Of Sweets,"Survey 240, Shop 10 & 11, Ozone Spring, Near Pizza Hut, Shankar Kalat Nagar, Wakad",18.598759,73.7653244,10,3
Your Ale House,"Shop 1, Survey 182/2/2, Dhankude Complex, Near Baner Kamaan, Baner, Pune",18.56007,73.781748,284,4
