39,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,3908  votes,18.59406345,73.74204911
40,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.4,3081  votes,18.59406345,73.74204911
41,Baner,", Pune, India","Baner, Pune, India",4.1,259  votes,18.5642431,73.7768573
42,Baner,", Pune, India","Baner, Pune, India",3.9,1709  votes,18.5642431,73.7768573
43,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.2,257  votes,18.59406345,73.74204911
44,Baner,", Pune, India","Baner, Pune, India",4.4,308 votes,18.5642431,73.7768573
45,Baner,", Pune, India","Baner, Pune, India",4.3,3653  votes,18.5642431,73.7768573
46,Baner,", Pune, India","Baner, Pune, India",4.1,510  votes,18.5642431,73.7768573
47,Wakad,", Pune, India","Wakad, Pune, India",4.4,1118  votes,18.6109018,73.7637965
48,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.2,414  votes,18.59406345,73.74204911
49,Baner,", Pune, India","Baner, Pune, India",4.3,3710  votes,18.5642431,73.7768573
50,Wakad,", Pune, India","Wakad, Pune, India",4.5,1188  votes,18.6109018,73.7637965
51,Pashan,", Pune, India","Pashan, Pune, India",3.8,1702  votes,18.5386704,73.7952542
52,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.5,2773  votes,18.59406345,73.74204911
53,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,1156  votes,18.59406345,73.74204911
54,Baner,", Pune, India","Baner, Pune, India",4,176 votes,18.5642431,73.7768573
55,Aundh,", Pune, India","Aundh, Pune, India",4.1,618  votes,18.5618834,73.8101957
56,Baner,", Pune, India","Baner, Pune, India",4.3,1772  votes,18.5642431,73.7768573
57,Balewadi,", Pune, India","Balewadi, Pune, India",4,168 votes,18.5820266,73.7689831
58,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.2,1086  votes,18.59406345,73.74204911
59,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.5,843  votes,18.59406345,73.74204911
60,Wakad,", Pune, India","Wakad, Pune, India",3.7,113  votes,18.6109018,73.7637965
61,Wakad,", Pune, India","Wakad, Pune, India",4,224  votes,18.6109018,73.7637965
62,Wakad,", Pune, India","Wakad, Pune, India",4.2,200  votes,18.6109018,73.7637965
63,Aundh,", Pune, India","Aundh, Pune, India",4.4,1770  votes,18.5618834,73.8101957
64,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4,309  votes,18.59406345,73.74204911
65,Wakad,", Pune, India","Wakad, Pune, India",3.8,510  votes,18.6109018,73.7637965
66,Baner,", Pune, India","Baner, Pune, India",4.2,1044  votes,18.5642431,73.7768573
67,Baner,", Pune, India","Baner, Pune, India",4,180 votes,18.5642431,73.7768573
68,Aundh,", Pune, India","Aundh, Pune, India",4.1,153 votes,18.5618834,73.8101957
69,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.7,88 votes,18.59406345,73.74204911
70,Baner,", Pune, India","Baner, Pune, India",3.9,57 votes,18.5642431,73.7768573
71,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.3,791  votes,18.59406345,73.74204911
72,Baner,", Pune, India","Baner, Pune, India",4.4,81 votes,18.5642431,73.7768573
73,Baner,", Pune, India","Baner, Pune, India",4.3,2107  votes,18.5642431,73.7768573
74,Baner,", Pune, India","Baner, Pune, India",4.1,183 votes,18.5642431,73.7768573
75,Baner,", Pune, India","Baner, Pune, India",4.1,297  votes,18.5642431,73.7768573
76,Baner,", Pune, India","Baner, Pune, India",4,1856  votes,18.5642431,73.7768573
77,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,109 votes,18.59406345,73.74204911
78,Baner,", Pune, India","Baner, Pune, India",0,0,18.5642431,73.7768573
79,Wakad,", Pune, India","Wakad, Pune, India",4,172  votes,18.6109018,73.7637965
80,Baner,", Pune, India","Baner, Pune, India",3.8,719  votes,18.5642431,73.7768573
81,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,218  votes,18.59406345,73.74204911
82,Aundh,", Pune, India","Aundh, Pune, India",4.2,1980  votes,18.5618834,73.8101957
83,Aundh,", Pune, India","Aundh, Pune, India",3.7,152  votes,18.5618834,73.8101957
84,Wakad,", Pune, India","Wakad, Pune, India",3.8,524  votes,18.6109018,73.7637965
85,Aundh,", Pune, India","Aundh, Pune, India",4,549  votes,18.5618834,73.8101957
86,Baner,", Pune, India","Baner, Pune, India",4.1,67 votes,18.5642431,73.7768573
87,Baner,", Pune, India","Baner, Pune, India",3.9,1707  votes,18.5642431,73.7768573
88,Pashan,", Pune, India","Pashan, Pune, India",4.4,793  votes,18.5386704,73.7952542
89,Aundh,", Pune, India","Aundh, Pune, India",4.3,702  votes,18.5618834,73.8101957
90,Aundh,", Pune, India","Aundh, Pune, India",4.4,824  votes,18.5618834,73.8101957
91,Baner,", Pune, India","Baner, Pune, India",3.9,72 votes,18.5642431,73.7768573
92,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4,157  votes,18.59406345,73.74204911
93,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.7,140  votes,18.59406345,73.74204911
94,Baner,", Pune, India","Baner, Pune, India",3.9,78 votes,18.5642431,73.7768573
95,Wakad,", Pune, India","Wakad, Pune, India",3.9,119 votes,18.6109018,73.7637965
96,Baner,", Pune, India","Baner, Pune, India",4,671  votes,18.5642431,73.7768573
97,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",0,0,18.59406345,73.74204911
98,Baner,", Pune, India","Baner, Pune, India",3.5,19 votes,18.5642431,73.7768573
99,Baner,", Pune, India","Baner, Pune, India",4.4,418  votes,18.5642431,73.7768573
100,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.2,409  votes,18.59406345,73.74204911
101,Aundh,", Pune, India","Aundh, Pune, India",3.7,209  votes,18.5618834,73.8101957
102,Baner,", Pune, India","Baner, Pune, India",4.1,921  votes,18.5642431,73.7768573
103,Baner,", Pune, India","Baner, Pune, India",4.1,580  votes,18.5642431,73.7768573
104,Aundh,", Pune, India","Aundh, Pune, India",3.8,97 votes,18.5618834,73.8101957
105,Wakad,", Pune, India","Wakad, Pune, India",3.9,363  votes,18.6109018,73.7637965
106,Baner,", Pune, India","Baner, Pune, India",4.4,621  votes,18.5642431,73.7768573
107,Aundh,", Pune, India","Aundh, Pune, India",3.7,46 votes,18.5618834,73.8101957
108,Baner,", Pune, India","Baner, Pune, India",3.9,1465  votes,18.5642431,73.7768573
109,Balewadi,", Pune, India","Balewadi, Pune, India",4.1,262  votes,18.5820266,73.7689831
110,Wakad,", Pune, India","Wakad, Pune, India",3.8,103  votes,18.6109018,73.7637965
111,Balewadi,", Pune, India","Balewadi, Pune, India",3.7,66 votes,18.5820266,73.7689831
112,Balewadi,", Pune, India","Balewadi, Pune, India",0,0,18.5820266,73.7689831
113,Baner,", Pune, India","Baner, Pune, India",4.2,614  votes,18.5642431,73.7768573
114,Aundh,", Pune, India","Aundh, Pune, India",3.8,289  votes,18.5618834,73.8101957
115,Baner,", Pune, India","Baner, Pune, India",3.5,231  votes,18.5642431,73.7768573
116,Aundh,", Pune, India","Aundh, Pune, India",3.9,287  votes,18.5618834,73.8101957
117,Baner,", Pune, India","Baner, Pune, India",4.4,38 votes,18.5642431,73.7768573
118,Baner,", Pune, India","Baner, Pune, India",0,0,18.5642431,73.7768573
119,Baner,", Pune, India","Baner, Pune, India",0,0,18.5642431,73.7768573
120,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.6,389  votes,18.59406345,73.74204911
121,Baner,", Pune, India","Baner, Pune, India",3.9,118  votes,18.5642431,73.7768573
122,Balewadi,", Pune, India","Balewadi, Pune, India",3.6,81  votes,18.5820266,73.7689831
123,Baner,", Pune, India","Baner, Pune, India",4.6,56 votes,18.5642431,73.7768573
124,Aundh,", Pune, India","Aundh, Pune, India",4,254 votes,18.5618834,73.8101957
125,Pashan,", Pune, India","Pashan, Pune, India",3.6,60 votes,18.5386704,73.7952542
126,Baner,", Pune, India","Baner, Pune, India",4,102 votes,18.5642431,73.7768573
127,Aundh,", Pune, India","Aundh, Pune, India",3.8,116  votes,18.5618834,73.8101957
128,Baner,", Pune, India","Baner, Pune, India",4,652  votes,18.5642431,73.7768573
129,Aundh,", Pune, India","Aundh, Pune, India",3.8,638  votes,18.5618834,73.8101957
130,Baner,", Pune, India","Baner, Pune, India",4.1,758  votes,18.5642431,73.7768573
131,Baner,", Pune, India","Baner, Pune, India",4.5,1599  votes,18.5642431,73.7768573
132,Aundh,", Pune, India","Aundh, Pune, India",4.5,810  votes,18.5618834,73.8101957
133,Baner,", Pune, India","Baner, Pune, India",4.6,724  votes,18.5642431,73.7768573
134,Baner,", Pune, India","Baner, Pune, India",4.2,446  votes,18.5642431,73.7768573
135,Wakad,", Pune, India","Wakad, Pune, India",3.7,35 votes,18.6109018,73.7637965
136,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,214  votes,18.59406345,73.74204911
137,Baner,", Pune, India","Baner, Pune, India",4.2,206 votes,18.5642431,73.7768573
138,Balewadi,", Pune, India","Balewadi, Pune, India",0,0,18.5820266,73.7689831
139,Wakad,", Pune, India","Wakad, Pune, India",4.1,137  votes,18.6109018,73.7637965
140,Baner,", Pune, India","Baner, Pune, India",3.9,90  votes,18.5642431,73.7768573
141,Baner,", Pune, India","Baner, Pune, India",3.9,643  votes,18.5642431,73.7768573
142,Baner,", Pune, India","Baner, Pune, India",4.2,205  votes,18.5642431,73.7768573
143,Baner,", Pune, India","Baner, Pune, India",3.9,1433  votes,18.5642431,73.7768573
144,Aundh,", Pune, India","Aundh, Pune, India",3.8,93  votes,18.5618834,73.8101957
145,Baner,", Pune, India","Baner, Pune, India",3.6,754  votes,18.5642431,73.7768573
146,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.7,817  votes,18.59406345,73.74204911
147,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.4,28 votes,18.59406345,73.74204911
148,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.8,594  votes,18.59406345,73.74204911
149,Baner,", Pune, India","Baner, Pune, India",4.1,40 votes,18.5642431,73.7768573
150,Baner,", Pune, India","Baner, Pune, India",4.1,1243  votes,18.5642431,73.7768573
151,Aundh,", Pune, India","Aundh, Pune, India",4.5,213  votes,18.5618834,73.8101957
152,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.7,61  votes,18.59406345,73.74204911
153,Wakad,", Pune, India","Wakad, Pune, India",3.5,28 votes,18.6109018,73.7637965
154,Baner,", Pune, India","Baner, Pune, India",4.1,1848  votes,18.5642431,73.7768573
155,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.6,29  votes,18.59406345,73.74204911
156,Baner,", Pune, India","Baner, Pune, India",0,0,18.5642431,73.7768573
157,Baner,", Pune, India","Baner, Pune, India",4.2,1434  votes,18.5642431,73.7768573
158,Wakad,", Pune, India","Wakad, Pune, India",4.1,338  votes,18.6109018,73.7637965
159,Balewadi,", Pune, India","Balewadi, Pune, India",3.9,42 votes,18.5820266,73.7689831
160,Baner,", Pune, India","Baner, Pune, India",4.2,398  votes,18.5642431,73.7768573
161,Baner,", Pune, India","Baner, Pune, India",3.7,310  votes,18.5642431,73.7768573
162,Wakad,", Pune, India","Wakad, Pune, India",3.9,762  votes,18.6109018,73.7637965
163,Aundh,", Pune, India","Aundh, Pune, India",3.8,29 votes,18.5618834,73.8101957
164,Baner,", Pune, India","Baner, Pune, India",4,813  votes,18.5642431,73.7768573
165,Wakad,", Pune, India","Wakad, Pune, India",3.8,476  votes,18.6109018,73.7637965
166,Baner,", Pune, India","Baner, Pune, India",4.2,209 votes,18.5642431,73.7768573
167,Wakad,", Pune, India","Wakad, Pune, India",4.1,87 votes,18.6109018,73.7637965
168,Aundh,", Pune, India","Aundh, Pune, India",4,1249  votes,18.5618834,73.8101957
169,Baner,", Pune, India","Baner, Pune, India",3.9,52 votes,18.5642431,73.7768573
170,Wakad,", Pune, India","Wakad, Pune, India",4.1,185  votes,18.6109018,73.7637965
171,Baner,", Pune, India","Baner, Pune, India",4,69 votes,18.5642431,73.7768573
172,Baner,", Pune, India","Baner, Pune, India",4,975  votes,18.5642431,73.7768573
173,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,45 votes,18.59406345,73.74204911
174,Aundh,", Pune, India","Aundh, Pune, India",3.9,778  votes,18.5618834,73.8101957
175,Baner,", Pune, India","Baner, Pune, India",4.2,86  votes,18.5642431,73.7768573
176,Wakad,", Pune, India","Wakad, Pune, India",3.9,152 votes,18.6109018,73.7637965
177,Pashan,", Pune, India","Pashan, Pune, India",3.7,87  votes,18.5386704,73.7952542
178,Wakad,", Pune, India","Wakad, Pune, India",3.9,751  votes,18.6109018,73.7637965
179,Balewadi,", Pune, India","Balewadi, Pune, India",4.3,70 votes,18.5820266,73.7689831
180,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.2,61  votes,18.59406345,73.74204911
181,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,159  votes,18.59406345,73.74204911
182,Aundh,", Pune, India","Aundh, Pune, India",3.9,200  votes,18.5618834,73.8101957
183,Baner,", Pune, India","Baner, Pune, India",4.1,67 votes,18.5642431,73.7768573
184,Baner,", Pune, India","Baner, Pune, India",4.1,59 votes,18.5642431,73.7768573
185,Baner,", Pune, India","Baner, Pune, India",4,866  votes,18.5642431,73.7768573
186,Aundh,", Pune, India","Aundh, Pune, India",4.1,425  votes,18.5618834,73.8101957
187,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,110  votes,18.59406345,73.74204911
188,Wakad,", Pune, India","Wakad, Pune, India",3.9,117  votes,18.6109018,73.7637965
189,Wakad,", Pune, India","Wakad, Pune, India",3.7,271  votes,18.6109018,73.7637965
190,Baner,", Pune, India","Baner, Pune, India",4,575  votes,18.5642431,73.7768573
191,Wakad,", Pune, India","Wakad, Pune, India",3.8,65  votes,18.6109018,73.7637965
192,Aundh,", Pune, India","Aundh, Pune, India",4.3,2285  votes,18.5618834,73.8101957
193,Wakad,", Pune, India","Wakad, Pune, India",3.4,31 votes,18.6109018,73.7637965
194,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,80  votes,18.59406345,73.74204911
195,Wakad,", Pune, India","Wakad, Pune, India",3.8,172  votes,18.6109018,73.7637965
196,Wakad,", Pune, India","Wakad, Pune, India",4.3,292  votes,18.6109018,73.7637965
197,Baner,", Pune, India","Baner, Pune, India",3.4,20 votes,18.5642431,73.7768573
198,Wakad,", Pune, India","Wakad, Pune, India",3.8,50  votes,18.6109018,73.7637965
199,Baner,", Pune, India","Baner, Pune, India",3.8,701  votes,18.5642431,73.7768573
200,Wakad,", Pune, India","Wakad, Pune, India",3.3,15 votes,18.6109018,73.7637965
201,Pashan,", Pune, India","Pashan, Pune, India",4.1,67 votes,18.5386704,73.7952542
202,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.6,24 votes,18.59406345,73.74204911
203,Wakad,", Pune, India","Wakad, Pune, India",4.2,350  votes,18.6109018,73.7637965
204,Wakad,", Pune, India","Wakad, Pune, India",3.6,49  votes,18.6109018,73.7637965
205,Wakad,", Pune, India","Wakad, Pune, India",3.6,40  votes,18.6109018,73.7637965
206,Aundh,", Pune, India","Aundh, Pune, India",4.4,594  votes,18.5618834,73.8101957
207,Baner,", Pune, India","Baner, Pune, India",3.4,14 votes,18.5642431,73.7768573
208,Wakad,", Pune, India","Wakad, Pune, India",4.1,448  votes,18.6109018,73.7637965
209,Wakad,", Pune, India","Wakad, Pune, India",3.5,93  votes,18.6109018,73.7637965
210,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.4,457  votes,18.59406345,73.74204911
211,Baner,", Pune, India","Baner, Pune, India",3.4,392  votes,18.5642431,73.7768573
212,Wakad,", Pune, India","Wakad, Pune, India",3.5,28 votes,18.6109018,73.7637965
213,Sus,", Pune, India","Sus, Pune, India",3.8,89  votes,18.5541586,73.753904
214,Wakad,", Pune, India","Wakad, Pune, India",3.9,71  votes,18.6109018,73.7637965
215,Baner,", Pune, India","Baner, Pune, India",3.7,393  votes,18.5642431,73.7768573
216,Baner,", Pune, India","Baner, Pune, India",3.9,142  votes,18.5642431,73.7768573
217,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4,127  votes,18.59406345,73.74204911
218,Sus,", Pune, India","Sus, Pune, India",4,777  votes,18.5541586,73.753904
219,Baner,", Pune, India","Baner, Pune, India",3.4,27  votes,18.5642431,73.7768573
220,Baner,", Pune, India","Baner, Pune, India",4,470  votes,18.5642431,73.7768573
221,Pashan,", Pune, India","Pashan, Pune, India",0,0,18.5386704,73.7952542
222,Wakad,", Pune, India","Wakad, Pune, India",3.7,91 votes,18.6109018,73.7637965
223,Baner,", Pune, India","Baner, Pune, India",3.3,10 votes,18.5642431,73.7768573
224,Pashan,", Pune, India","Pashan, Pune, India",4.2,185  votes,18.5386704,73.7952542
225,Balewadi,", Pune, India","Balewadi, Pune, India",3.5,56  votes,18.5820266,73.7689831
226,Wakad,", Pune, India","Wakad, Pune, India",4,675  votes,18.6109018,73.7637965
227,Wakad,", Pune, India","Wakad, Pune, India",4.2,370  votes,18.6109018,73.7637965
228,Aundh,", Pune, India","Aundh, Pune, India",4,79  votes,18.5618834,73.8101957
229,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.2,441  votes,18.59406345,73.74204911
230,Aundh,", Pune, India","Aundh, Pune, India",4.1,450  votes,18.5618834,73.8101957
231,Wakad,", Pune, India","Wakad, Pune, India",3.3,12 votes,18.6109018,73.7637965
232,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.3,290  votes,18.59406345,73.74204911
233,Baner,", Pune, India","Baner, Pune, India",3.5,367  votes,18.5642431,73.7768573
234,Wakad,", Pune, India","Wakad, Pune, India",0,0,18.6109018,73.7637965
235,Aundh,", Pune, India","Aundh, Pune, India",3.9,163 votes,18.5618834,73.8101957
236,Pashan,", Pune, India","Pashan, Pune, India",3.6,32 votes,18.5386704,73.7952542
237,Wakad,", Pune, India","Wakad, Pune, India",4.1,151  votes,18.6109018,73.7637965
238,Balewadi,", Pune, India","Balewadi, Pune, India",0,0,18.5820266,73.7689831
239,Wakad,", Pune, India","Wakad, Pune, India",3.1,15 votes,18.6109018,73.7637965
240,Baner,", Pune, India","Baner, Pune, India",3.9,45 votes,18.5642431,73.7768573
241,Baner,", Pune, India","Baner, Pune, India",4.2,1010  votes,18.5642431,73.7768573
242,Wakad,", Pune, India","Wakad, Pune, India",3.5,241  votes,18.6109018,73.7637965
243,Baner,", Pune, India","Baner, Pune, India",3.8,80  votes,18.5642431,73.7768573
244,Baner,", Pune, India","Baner, Pune, India",4,1514  votes,18.5642431,73.7768573
245,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.2,39 votes,18.59406345,73.74204911
246,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,683  votes,18.59406345,73.74204911
247,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,338  votes,18.59406345,73.74204911
248,Aundh,", Pune, India","Aundh, Pune, India",3.8,221  votes,18.5618834,73.8101957
249,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",2.9,13 votes,18.59406345,73.74204911
250,Wakad,", Pune, India","Wakad, Pune, India",4.1,163  votes,18.6109018,73.7637965
251,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.9,1500  votes,18.59406345,73.74204911
252,Pashan,", Pune, India","Pashan, Pune, India",3.8,373  votes,18.5386704,73.7952542
253,Wakad,", Pune, India","Wakad, Pune, India",3.5,15 votes,18.6109018,73.7637965
254,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.6,240  votes,18.59406345,73.74204911
255,Aundh,", Pune, India","Aundh, Pune, India",3.8,272  votes,18.5618834,73.8101957
256,Wakad,", Pune, India","Wakad, Pune, India",4,952  votes,18.6109018,73.7637965
257,Baner,", Pune, India","Baner, Pune, India",4,350  votes,18.5642431,73.7768573
258,Baner,", Pune, India","Baner, Pune, India",4.2,266  votes,18.5642431,73.7768573
259,Aundh,", Pune, India","Aundh, Pune, India",3.7,199  votes,18.5618834,73.8101957
260,Balewadi,", Pune, India","Balewadi, Pune, India",4.1,684  votes,18.5820266,73.7689831
261,Pashan,", Pune, India","Pashan, Pune, India",3.6,307  votes,18.5386704,73.7952542
262,Balewadi,", Pune, India","Balewadi, Pune, India",3.7,59  votes,18.5820266,73.7689831
263,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.2,8 votes,18.59406345,73.74204911
264,Wakad,", Pune, India","Wakad, Pune, India",3.2,8 votes,18.6109018,73.7637965
265,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",0,0,18.59406345,73.74204911
266,Wakad,", Pune, India","Wakad, Pune, India",3.5,19 votes,18.6109018,73.7637965
267,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.7,18 votes,18.59406345,73.74204911
268,Wakad,", Pune, India","Wakad, Pune, India",3.9,170  votes,18.6109018,73.7637965
269,Baner,", Pune, India","Baner, Pune, India",3,163  votes,18.5642431,73.7768573
270,Baner,", Pune, India","Baner, Pune, India",4,465  votes,18.5642431,73.7768573
271,Baner,", Pune, India","Baner, Pune, India",2.6,458  votes,18.5642431,73.7768573
272,Wakad,", Pune, India","Wakad, Pune, India",3.7,55  votes,18.6109018,73.7637965
273,Baner,", Pune, India","Baner, Pune, India",3.9,89 votes,18.5642431,73.7768573
274,Wakad,", Pune, India","Wakad, Pune, India",4.2,76 votes,18.6109018,73.7637965
275,Baner,", Pune, India","Baner, Pune, India",3.6,12 votes,18.5642431,73.7768573
276,Wakad,", Pune, India","Wakad, Pune, India",3.3,13 votes,18.6109018,73.7637965
277,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.6,15 votes,18.59406345,73.74204911
278,Baner,", Pune, India","Baner, Pune, India",3.5,39 votes,18.5642431,73.7768573
279,Aundh,", Pune, India","Aundh, Pune, India",3.7,106  votes,18.5618834,73.8101957
280,Wakad,", Pune, India","Wakad, Pune, India",0,0,18.6109018,73.7637965
281,Baner,", Pune, India","Baner, Pune, India",4.5,891  votes,18.5642431,73.7768573
282,Aundh,", Pune, India","Aundh, Pune, India",3.8,301  votes,18.5618834,73.8101957
283,Baner,", Pune, India","Baner, Pune, India",3.3,10 votes,18.5642431,73.7768573
284,Wakad,", Pune, India","Wakad, Pune, India",3,10 votes,18.6109018,73.7637965
285,Baner,", Pune, India","Baner, Pune, India",3.9,531  votes,18.5642431,73.7768573
286,Pashan,", Pune, India","Pashan, Pune, India",3.9,109  votes,18.5386704,73.7952542
287,Wakad,", Pune, India","Wakad, Pune, India",3.8,175  votes,18.6109018,73.7637965
288,Aundh,", Pune, India","Aundh, Pune, India",3.9,616  votes,18.5618834,73.8101957
289,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",4.2,603  votes,18.59406345,73.74204911
290,Wakad,", Pune, India","Wakad, Pune, India",3.8,36 votes,18.6109018,73.7637965
291,Baner,", Pune, India","Baner, Pune, India",3.7,56  votes,18.5642431,73.7768573
292,Wakad,", Pune, India","Wakad, Pune, India",3.8,467  votes,18.6109018,73.7637965
293,Baner,", Pune, India","Baner, Pune, India",4,182  votes,18.5642431,73.7768573
294,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.7,109  votes,18.59406345,73.74204911
295,Baner,", Pune, India","Baner, Pune, India",3.8,271  votes,18.5642431,73.7768573
296,Wakad,", Pune, India","Wakad, Pune, India",3.4,20 votes,18.6109018,73.7637965
297,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",0,0,18.59406345,73.74204911
298,Baner,", Pune, India","Baner, Pune, India",4,161  votes,18.5642431,73.7768573
299,Hinjawadi,", Pune, India","Hinjawadi, Pune, India",3.5,16 votes,18.59406345,73.74204911
300,Aundh,", Pune, India","Aundh, Pune, India",3.8,42 votes,18.5618834,73.8101957
301,Wakad,", Pune, India","Wakad, Pune, India",3.8,68  votes,18.6109018,73.7637965
